file,size_kb,ptx_version,sm_target,kernel_count,total_static_instructions,unique_opcodes,max_vreg_per_kernel,shared_mem_max_bytes,l2_pressure_score,l2_contention_risk,coalescing_ratio,shared_to_global_ratio,arithmetic_intensity,atomic_density_per1k,primary_domain,compute,memory,overhead,ld_global,st_global,ld_shared,st_shared,atom_global,red_global,cp_async,vector_ld,coalesced_patterns,uncoalesced_patterns,shared_bank_risk,predicated_branches
00900_hybrid_matmul_balanced_base.ptx,21.38,8.5,sm_87,1,581,29,368,0,113,MEDIUM,1.0,0.0,2.611,0.0,AI_TRAINING,354,119,108,112,1,0,0,0,0,0,14,38,0,0,59
00901_balanced_workload_matmul_base.ptx,25.77,8.5,sm_87,1,714,32,307,0,18,LOW,1.0,8.444,1.676,0.0,AI_TRAINING,330,177,207,14,4,128,24,0,0,0,0,16,0,0,32
00902_optimized_block_distribution_base_base.ptx,28.32,8.5,sm_87,2,722,62,220,0,24,LOW,,0.0,11.25,0.0,HPC_LINEAR_ALGEBRA,321,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00904_hybrid_matmul_balanced_edit_1.ptx,21.41,8.5,sm_87,1,581,29,368,0,113,MEDIUM,1.0,0.0,2.611,0.0,AI_TRAINING,354,119,108,112,1,0,0,0,0,0,14,38,0,0,59
00904_optimized_thread_block_indexing_base.ptx,2.76,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
00905_balanced_workload_matmul_edit_1.ptx,25.79,8.5,sm_87,1,714,32,307,0,18,LOW,1.0,8.444,1.676,0.0,AI_TRAINING,330,177,207,14,4,128,24,0,0,0,0,16,0,0,32
00905_optimized_memory_access_base_base.ptx,10.43,8.5,sm_87,2,204,53,74,0,6,LOW,,0.0,12.667,0.0,HPC_LINEAR_ALGEBRA,88,18,98,4,2,0,0,0,0,0,0,0,0,0,8
00906_fused_add_relu_stride_base.ptx,4.55,8.5,sm_87,1,83,22,35,0,15,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,50,19,14,10,5,0,0,0,0,0,0,4,0,0,5
00906_nodivergence_convtranspose_base.ptx,10.72,8.5,sm_87,2,212,55,74,0,6,LOW,,0.0,12.333,0.0,HPC_LINEAR_ALGEBRA,88,18,106,4,2,0,0,0,0,0,0,0,0,0,10
00907_stride_loop_matmul_base.ptx,5.9,8.5,sm_87,1,125,25,57,0,16,LOW,1.0,0.0,3.25,0.0,AI_TRAINING,65,22,38,14,2,0,0,0,0,0,0,7,0,0,13
00907_tiled_bias_subtract_tanh_base.ptx,10.62,8.5,sm_87,2,224,57,74,0,6,LOW,,0.0,14.333,0.0,HPC_LINEAR_ALGEBRA,98,16,110,4,2,0,0,0,0,0,0,0,0,0,6
00907_workload_balanced_fusion_base.ptx,2.78,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
00908_coalesced_bias_subtract_tanh_base.ptx,9.8,8.5,sm_87,2,188,50,75,0,6,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,16,90,4,2,0,0,0,0,0,0,0,0,0,8
00908_matmul_shared_memory_reduction_base.ptx,6.33,8.5,sm_87,1,124,22,63,0,3,LOW,1.0,11.333,1.081,0.0,AI_TRAINING,48,43,33,2,1,32,2,0,0,0,0,2,0,0,5
00908_optimized_thread_block_indexing_edit_1.ptx,2.96,8.5,sm_87,1,26,17,11,0,3,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,11,7,8,2,1,0,0,0,0,0,0,1,0,0,2
00909_8_matmul_warp_reduce_base.ptx,6.21,8.5,sm_87,1,136,30,60,0,15,LOW,1.0,0.0,3.4,0.0,HPC_REDUCTION,60,21,55,14,1,0,0,0,0,0,0,7,0,0,9
00909_constant_memory_kernel_base.ptx,10.1,8.5,sm_87,2,205,53,74,0,4,LOW,,0.0,12.667,0.0,HPC_LINEAR_ALGEBRA,88,16,101,2,2,0,0,0,0,0,0,0,0,0,8
00910_fused_add_relu_stride_edit_1.ptx,4.57,8.5,sm_87,1,83,22,35,0,15,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,50,19,14,10,5,0,0,0,0,0,0,4,0,0,5
00910_matmul_shared_memory_reduction_edit_1.ptx,8.06,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00910_stride_loops_bias_subtract_tanh_base.ptx,10.61,8.5,sm_87,2,212,55,74,0,6,LOW,,0.0,12.333,0.0,HPC_LINEAR_ALGEBRA,88,18,106,4,2,0,0,0,0,0,0,0,0,0,10
00911_constant_memory_coalesced_base_base.ptx,9.35,8.5,sm_87,2,189,50,74,0,4,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,14,93,2,2,0,0,0,0,0,0,0,0,0,8
00911_stride_loop_matmul_edit_1.ptx,5.92,8.5,sm_87,1,125,25,57,0,16,LOW,1.0,0.0,3.25,0.0,AI_TRAINING,65,22,38,14,2,0,0,0,0,0,0,7,0,0,13
00911_workload_balanced_fusion_edit_1.ptx,2.8,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
00912_matmul_shared_memory_reduction_edit_1.ptx,8.06,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00912_optimized_coalesced_sync_reduction_base.ptx,10.12,8.5,sm_87,2,188,50,75,0,6,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,16,90,4,2,0,0,0,0,0,0,0,0,0,8
00912_optimized_fused_add_relu_base.ptx,2.8,8.5,sm_87,1,23,14,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,8,2,1,0,0,0,0,0,0,1,0,0,1
00913_8_matmul_warp_reduce_edit_1.ptx,6.23,8.5,sm_87,1,136,30,60,0,15,LOW,1.0,0.0,3.4,0.0,HPC_REDUCTION,60,21,55,14,1,0,0,0,0,0,0,7,0,0,9
00913_optimized_constant_memory_kernel_base.ptx,9.37,8.5,sm_87,2,189,50,74,0,4,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,14,93,2,2,0,0,0,0,0,0,0,0,0,8
00914_fused_basicblock_base.ptx,2.65,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
00914_matmul_unroll_optimization_base.ptx,8.0,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00915_combined_kernel_base.ptx,10.52,8.5,sm_87,2,205,54,78,0,6,LOW,,0.0,9.0,0.0,HPC_LINEAR_ALGEBRA,86,20,99,4,2,0,0,0,0,0,0,0,0,0,10
00915_matmul_tunable_blocksize_base.ptx,6.38,8.5,sm_87,1,124,23,63,0,3,LOW,1.0,11.333,1.081,0.0,AI_TRAINING,48,43,33,2,1,32,2,0,0,0,0,2,0,0,5
00916_optimized_constant_memory_kernel_base.ptx,9.37,8.5,sm_87,2,189,50,74,0,4,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,14,93,2,2,0,0,0,0,0,0,0,0,0,8
00916_optimized_fused_add_relu_edit_1.ptx,2.88,8.5,sm_87,1,23,14,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,8,2,1,0,0,0,0,0,0,1,0,0,1
00917_aligned_coalesced_access_kernel_base.ptx,10.35,8.5,sm_87,2,204,53,74,0,6,LOW,,0.0,12.667,0.0,HPC_LINEAR_ALGEBRA,88,18,98,4,2,0,0,0,0,0,0,0,0,0,8
00918_matmul_unroll_optimization_edit_1.ptx,6.31,8.5,sm_87,1,124,22,63,0,3,LOW,1.0,11.333,1.081,0.0,AI_TRAINING,48,43,33,2,1,32,2,0,0,0,0,2,0,0,5
00918_shared_mem_bias_subtract_tanh_base.ptx,10.9,8.5,sm_87,2,234,63,75,0,6,LOW,1.0,0.667,8.2,0.0,HPC_LINEAR_ALGEBRA,98,20,116,4,2,2,2,0,0,0,0,2,0,0,12
00919_coalesced_optimized_blocksize_base_base.ptx,28.85,8.5,sm_87,2,704,56,363,0,22,LOW,,0.0,13.818,0.0,HPC_LINEAR_ALGEBRA,346,32,326,12,10,0,0,0,0,0,0,0,0,0,22
00919_matmul_tunable_blocksize_edit_1.ptx,6.4,8.5,sm_87,1,124,23,63,0,3,LOW,1.0,11.333,1.081,0.0,AI_TRAINING,48,43,33,2,1,32,2,0,0,0,0,2,0,0,5
00920_block_size_experimentation_512_base.ptx,10.08,8.5,sm_87,2,188,50,75,0,6,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,16,90,4,2,0,0,0,0,0,0,0,0,0,8
00920_optimized_fused_add_relu_with_sync_base.ptx,3.0,8.5,sm_87,1,23,14,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,8,2,1,0,0,0,0,0,0,1,0,0,1
00921_cublas_optimized_rowmajor_edit_1.ptx,1.58,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00921_optimized_thread_block_indexing_base.ptx,12.98,8.5,sm_87,2,284,56,74,0,6,LOW,,0.0,18.333,0.0,HPC_LINEAR_ALGEBRA,128,18,138,4,2,0,0,0,0,0,0,0,0,0,14
00921_unrolled_fused_add_relu_base.ptx,7.34,8.5,sm_87,1,172,24,55,0,36,LOW,1.0,0.0,2.5,0.0,AI_TRAINING,105,40,27,24,12,0,0,0,0,0,0,12,0,0,15
00923_optimized_shared_memory_base_base.ptx,3.79,8.5,sm_87,1,34,18,12,0,3,LOW,1.0,1.333,1.429,0.0,AI_TRAINING,11,11,12,2,1,2,2,0,0,0,0,2,0,0,2
00923_unrolled_coalesced_bias_subtract_tanh_base_base.ptx,42.79,8.5,sm_87,2,1095,62,507,0,34,LOW,,0.0,13.971,0.0,HPC_LINEAR_ALGEBRA,540,44,511,18,16,0,0,0,0,0,0,0,0,0,33
00924_matmul_min_sync_base.ptx,8.21,8.5,sm_87,1,175,22,111,0,3,LOW,1.0,22.0,0.826,0.0,AI_TRAINING,66,75,34,2,1,64,2,0,0,0,0,3,0,0,6
00924_optimized_fused_add_relu_with_sync_edit_1.ptx,3.02,8.5,sm_87,1,23,14,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,8,2,1,0,0,0,0,0,0,1,0,0,1
00924_shared_memory_tanh_tiled_base.ptx,10.82,8.5,sm_87,2,232,60,77,0,6,LOW,,2.0,4.111,0.0,HPC_LINEAR_ALGEBRA,90,28,114,4,2,6,6,0,0,0,0,0,0,0,16
00925_5_convtranspose2d_subtract_tanh_stride_base.ptx,28.02,8.5,sm_87,2,722,62,220,0,24,LOW,,0.0,11.25,0.0,HPC_LINEAR_ALGEBRA,321,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00925_unrolled_fused_add_relu_edit_1.ptx,7.36,8.5,sm_87,1,172,24,55,0,36,LOW,1.0,0.0,2.5,0.0,AI_TRAINING,105,40,27,24,12,0,0,0,0,0,0,12,0,0,15
00927_aligned_memory_access_base.ptx,26.0,8.5,sm_87,2,665,53,220,0,30,LOW,,0.0,9.433,0.0,HPC_LINEAR_ALGEBRA,331,45,289,20,10,0,0,0,0,0,0,0,0,0,22
00927_cublas_memory_access_optimization_edit_1.ptx,2.9,8.5,sm_87,1,25,12,13,0,2,LOW,1.0,0.0,4.0,0.0,HPC_LINEAR_ALGEBRA,10,6,9,1,1,0,0,0,0,0,0,2,0,0,1
00927_optimized_shared_memory_base_edit_1.ptx,3.81,8.5,sm_87,1,34,18,12,0,3,LOW,1.0,1.333,1.429,0.0,AI_TRAINING,11,11,12,2,1,2,2,0,0,0,0,2,0,0,2
00929_5_convtranspose2d_subtract_tanh_stride_edit_1.ptx,28.04,8.5,sm_87,2,722,62,220,0,24,LOW,,0.0,11.25,0.0,HPC_LINEAR_ALGEBRA,321,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00929_matmul_template_tuning_edit_1.ptx,6.43,8.5,sm_87,1,124,22,63,0,3,LOW,1.0,11.333,1.081,0.0,AI_TRAINING,48,43,33,2,1,32,2,0,0,0,0,2,0,0,5
00932_unrolled_resnet_block_edit_1.ptx,1.54,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00934_unrolled_loop_tanh_base.ptx,31.66,8.5,sm_87,2,809,63,311,0,18,LOW,,0.556,10.893,0.0,HPC_LINEAR_ALGEBRA,362,40,407,10,8,8,2,0,0,0,0,0,0,0,46
00935_warp_broadcast_tile_base.ptx,10.96,8.5,sm_87,2,240,60,80,0,6,LOW,,0.0,14.667,0.0,HPC_LINEAR_ALGEBRA,102,16,122,4,2,0,0,0,0,0,0,0,0,0,10
00936_shared_memory_reduction_tanh_base.ptx,29.56,8.5,sm_87,2,758,70,221,0,18,LOW,,0.556,9.786,0.0,HPC_LINEAR_ALGEBRA,327,42,389,10,8,8,2,0,0,0,0,0,0,0,37
00937_unrolled_batch_norm_base.ptx,1.49,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00937_warp_primitive_reduction_edit_1.ptx,27.83,8.5,sm_87,2,722,62,220,0,24,LOW,,0.0,11.25,0.0,HPC_LINEAR_ALGEBRA,321,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00938_cublas_streams_overlap_base.ptx,1.53,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00938_fused_add_relu_ldg_base.ptx,3.89,8.5,sm_87,2,44,19,10,0,6,LOW,,0.0,2.0,0.0,AI_TRAINING,14,12,18,4,2,0,0,0,0,0,0,0,0,0,2
00938_unrolled_loop_tanh_edit_1.ptx,31.68,8.5,sm_87,2,809,63,311,0,18,LOW,,0.556,10.893,0.0,HPC_LINEAR_ALGEBRA,362,40,407,10,8,8,2,0,0,0,0,0,0,0,46
00939_cublas_shared_memory_warp_optimization_base.ptx,3.24,8.5,sm_87,1,41,21,15,0,2,LOW,1.0,2.5,1.143,0.0,HPC_LINEAR_ALGEBRA,13,10,18,1,1,3,2,0,0,0,0,2,0,0,5
00939_warp_broadcast_tile_edit_1.ptx,10.98,8.5,sm_87,2,240,60,80,0,6,LOW,,0.0,14.667,0.0,HPC_LINEAR_ALGEBRA,102,16,122,4,2,0,0,0,0,0,0,0,0,0,10
00940_shared_memory_reduction_tanh_edit_1.ptx,29.58,8.5,sm_87,2,758,70,221,0,18,LOW,,0.556,9.786,0.0,HPC_LINEAR_ALGEBRA,327,42,389,10,8,8,2,0,0,0,0,0,0,0,37
00941_modular_device_functions_base.ptx,8.97,8.5,sm_87,2,189,49,33,0,6,LOW,,0.0,10.0,0.0,FINANCE_QUANT,74,16,99,4,2,0,0,0,0,0,0,0,0,0,10
00942_fused_add_relu_ldg_edit_1.ptx,3.8,8.5,sm_87,2,40,17,10,0,6,LOW,,0.0,2.0,0.0,AI_TRAINING,14,12,14,4,2,0,0,0,0,0,0,0,0,0,2
00942_unrolled_tanh_optimized_base.ptx,29.03,8.5,sm_87,2,742,56,293,0,24,LOW,,0.0,11.875,0.0,HPC_LINEAR_ALGEBRA,337,36,369,16,8,0,0,0,0,0,0,0,0,0,36
00943_cublas_shared_memory_warp_optimization_edit_1.ptx,3.26,8.5,sm_87,1,41,21,15,0,2,LOW,1.0,2.5,1.143,0.0,HPC_LINEAR_ALGEBRA,13,10,18,1,1,3,2,0,0,0,0,2,0,0,5
00943_stride_optimized_tanh_base.ptx,27.84,8.5,sm_87,2,722,62,220,0,24,LOW,,0.0,11.25,0.0,HPC_LINEAR_ALGEBRA,321,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00944_fused_add_relu_2d_base.ptx,4.71,8.5,sm_87,2,58,20,14,0,6,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,22,14,22,4,2,0,0,0,0,0,0,2,0,0,2
00944_grid3d_index_opt_base.ptx,10.33,8.5,sm_87,2,222,56,74,0,6,LOW,,0.0,14.333,0.0,HPC_LINEAR_ALGEBRA,98,16,108,4,2,0,0,0,0,0,0,0,0,0,6
00945_cublas_handle_reuse_optimized_edit_1.ptx,1.62,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00945_fused_bn_const_memory_base.ptx,6.36,8.5,sm_87,2,91,29,17,0,6,LOW,1.0,0.0,2.714,0.0,AI_TRAINING,40,28,23,4,2,0,0,0,0,0,0,4,0,0,2
00946_9_Tall_skinny_matrix_multiplication_.ptx,7.36,8.5,sm_87,1,139,25,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,57,48,34,2,1,32,2,0,0,0,0,3,0,0,5
00946_optimized_indexing_resnet_base.ptx,11.57,8.5,sm_87,2,240,27,45,0,42,LOW,1.0,0.0,2.905,0.0,HPC_LINEAR_ALGEBRA,142,54,44,28,14,0,0,0,0,0,0,10,0,0,16
00947_reduced_sync_matmul_base.ptx,7.23,8.5,sm_87,1,139,25,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,57,48,34,2,1,32,2,0,0,0,0,3,0,0,5
00947_stride_optimized_tanh_edit_1.ptx,27.86,8.5,sm_87,2,722,62,220,0,24,LOW,,0.0,11.25,0.0,HPC_LINEAR_ALGEBRA,321,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00948_coalesced_tall_skinny_matmul_base.ptx,9.35,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,73,80,34,2,1,64,2,0,0,0,0,3,0,0,5
00948_fused_add_relu_2d_edit_1.ptx,4.77,8.5,sm_87,2,60,22,14,0,6,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,22,14,24,4,2,0,0,0,0,0,0,2,0,0,2
00950_optimized_indexing_resnet_edit_1.ptx,14.9,8.5,sm_87,2,340,32,53,0,42,LOW,1.0,1.333,1.327,0.0,HPC_LINEAR_ALGEBRA,150,110,80,28,14,28,28,0,0,0,0,10,0,0,16
00950_optimized_ldg_aligned_access_base.ptx,7.85,8.5,sm_87,1,147,25,69,0,5,LOW,1.0,6.8,1.256,0.0,AI_TRAINING,59,50,38,4,1,32,2,0,0,0,0,3,0,0,7
00950_tile_unrolled_bias_tanh_base.ptx,25.87,8.5,sm_87,2,646,60,296,0,18,LOW,,0.0,14.889,0.0,HPC_LINEAR_ALGEBRA,308,28,310,10,8,0,0,0,0,0,0,0,0,0,24
00951_cuda_optimized_base.ptx,29.21,8.5,sm_87,2,740,56,293,0,24,LOW,,0.0,11.875,0.0,HPC_LINEAR_ALGEBRA,337,36,367,16,8,0,0,0,0,0,0,0,0,0,36
00951_shared_mem_tiled_add_relu_edit_1.ptx,4.84,8.5,sm_87,2,72,24,11,0,6,LOW,,2.0,0.889,0.0,AI_TRAINING,18,24,30,4,2,6,6,0,0,0,0,0,0,0,6
00952_fused_add_relu_reduce_base.ptx,8.15,8.5,sm_87,2,178,46,51,0,14,LOW,,1.167,4.0,11.24,HPC_LINEAR_ALGEBRA,72,23,83,4,2,5,2,2,0,0,0,0,0,0,20
00953_warp_optimized_add_relu_base.ptx,6.78,8.5,sm_87,2,118,21,23,0,24,LOW,1.0,0.0,1.833,0.0,AI_TRAINING,52,30,36,16,8,0,0,0,0,0,0,2,0,0,8
00954_atomic_tall_skinny_base.ptx,7.06,8.5,sm_87,1,124,26,52,0,6,LOW,1.0,18.0,0.947,8.06,AI_TRAINING,46,50,28,2,0,32,4,1,0,0,0,2,0,0,3
00954_tile_unrolled_bias_tanh_edit_1.ptx,26.16,8.5,sm_87,2,636,63,291,0,18,LOW,,0.222,12.091,0.0,HPC_LINEAR_ALGEBRA,306,32,298,10,8,2,2,0,0,0,0,0,0,0,24
00955_block_size_optimized_matmul_base_base.ptx,6.69,8.5,sm_87,1,120,27,59,0,3,LOW,1.0,6.0,1.81,0.0,IMAGE_PROCESSING,51,32,37,2,1,16,2,0,0,0,0,3,0,0,6
00955_vectorized_add_relu_edit_1_base.ptx,7.21,8.5,sm_87,2,128,23,43,0,24,LOW,,0.0,1.75,0.0,HPC_LINEAR_ALGEBRA,62,30,36,16,8,0,0,0,0,0,0,0,0,0,14
00956_fused_add_relu_reduce_edit_1.ptx,7.97,8.5,sm_87,2,150,42,39,0,14,LOW,,0.667,3.2,13.33,HPC_REDUCTION,46,20,84,4,2,2,2,2,0,0,0,0,0,0,18
00957_optimized_shared_mem_tanh_base.ptx,25.94,8.5,sm_87,2,636,63,291,0,18,LOW,,0.222,12.091,0.0,HPC_LINEAR_ALGEBRA,306,32,298,10,8,2,2,0,0,0,0,0,0,0,24
00957_warp_optimized_add_relu_edit_1.ptx,7.42,8.5,sm_87,2,142,22,25,0,24,LOW,,0.0,2.0,0.0,HPC_LINEAR_ALGEBRA,56,30,56,16,8,0,0,0,0,0,0,0,0,0,8
00958_warp_divergence_optimized_base_base.ptx,7.79,8.5,sm_87,1,139,25,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,57,48,34,2,1,32,2,0,0,0,0,3,0,0,5
00958_warp_divergence_optimized_tanh_base.ptx,26.25,8.5,sm_87,2,636,63,291,0,18,LOW,,0.222,12.091,0.0,HPC_LINEAR_ALGEBRA,306,32,298,10,8,2,2,0,0,0,0,0,0,0,24
00959_cuda_streams_overlap_base.ptx,8.55,8.5,sm_87,1,198,37,102,0,9,LOW,1.0,0.0,8.333,0.0,AI_TRAINING,94,14,90,5,4,0,0,0,0,0,0,1,0,0,11
00959_optimized_matmul_base.ptx,9.22,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,73,80,34,2,1,64,2,0,0,0,0,3,0,0,5
00959_vectorized_add_relu_edit_1_edit_1.ptx,7.23,8.5,sm_87,2,128,23,43,0,24,LOW,,0.0,1.75,0.0,HPC_LINEAR_ALGEBRA,62,30,36,16,8,0,0,0,0,0,0,0,0,0,14
00960_matmul_opt_base.ptx,8.99,8.5,sm_87,1,187,26,111,0,3,LOW,1.0,22.0,0.899,0.0,AI_TRAINING,74,80,33,2,1,64,2,0,0,0,0,3,0,0,5
00960_warp_divergence_optimized_add_relu_base.ptx,7.75,8.5,sm_87,2,138,22,50,0,24,LOW,,0.0,1.75,0.0,HPC_LINEAR_ALGEBRA,50,30,58,16,8,0,0,0,0,0,0,0,0,0,20
00961_fused_add_relu_reduction_opt_base.ptx,11.35,8.5,sm_87,2,250,46,45,0,26,LOW,1.0,0.154,2.2,0.0,HPC_LINEAR_ALGEBRA,108,38,104,16,10,2,2,0,0,0,0,4,0,0,22
00961_matmul_hybrid_base.ptx,7.47,8.5,sm_87,1,141,29,64,0,7,LOW,1.0,11.333,1.108,7.09,AI_TRAINING,54,49,38,2,1,32,2,1,0,0,0,3,0,0,6
00961_optimized_shared_mem_tanh_edit_1.ptx,25.96,8.5,sm_87,2,636,63,291,0,18,LOW,,0.222,12.091,0.0,HPC_LINEAR_ALGEBRA,306,32,298,10,8,2,2,0,0,0,0,0,0,0,24
00962_hybrid_matmul_optimized_base.ptx,13.08,8.5,sm_87,2,260,27,63,0,9,LOW,1.0,13.6,1.123,3.85,AI_TRAINING,102,96,62,4,1,64,4,1,0,0,0,5,0,0,8
00962_warp_divergence_optimized_tanh_edit_1.ptx,26.27,8.5,sm_87,2,636,63,291,0,18,LOW,,0.222,12.091,0.0,HPC_LINEAR_ALGEBRA,306,32,298,10,8,2,2,0,0,0,0,0,0,0,24
00963_aligned_memory_access_add_relu_base.ptx,7.42,8.5,sm_87,2,128,23,43,0,24,LOW,,0.0,1.75,0.0,HPC_LINEAR_ALGEBRA,62,30,36,16,8,0,0,0,0,0,0,0,0,0,14
00963_coalesced_memory_access_base_base.ptx,7.62,8.5,sm_87,1,139,25,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,57,48,34,2,1,32,2,0,0,0,0,3,0,0,5
00963_cuda_streams_overlap_edit_1.ptx,8.57,8.5,sm_87,1,198,37,102,0,9,LOW,1.0,0.0,8.333,0.0,AI_TRAINING,94,14,90,5,4,0,0,0,0,0,0,1,0,0,11
00964_aligned_ldg_matmul_base_base.ptx,7.41,8.5,sm_87,1,127,26,81,0,3,LOW,1.0,7.333,1.8,0.0,AI_TRAINING,57,36,34,2,1,20,2,0,0,0,0,3,0,0,5
00965_5_convtranspose2d_subtract_tanh_modular_base.ptx,10.27,8.5,sm_87,2,206,53,74,0,6,LOW,,0.0,12.667,0.0,HPC_LINEAR_ALGEBRA,88,18,100,4,2,0,0,0,0,0,0,0,0,0,8
00965_pipelined_matmul_streams_base_base.ptx,7.83,8.5,sm_87,1,142,27,65,0,3,LOW,1.0,11.333,1.27,0.0,AI_TRAINING,59,49,34,2,1,32,2,0,0,0,0,3,0,0,5
00966_stream_overlap_5conv_base.ptx,10.47,8.5,sm_87,2,206,53,74,0,6,LOW,,0.0,12.0,0.0,HPC_LINEAR_ALGEBRA,84,20,102,4,2,0,0,0,0,0,0,0,0,0,8
00966_unrolled_loop_optimized_base_base.ptx,7.59,8.5,sm_87,1,139,25,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,57,48,34,2,1,32,2,0,0,0,0,3,0,0,5
00967_block_size_opt_base.ptx,10.0,8.5,sm_87,2,206,53,74,0,6,LOW,,0.0,12.667,0.0,HPC_LINEAR_ALGEBRA,88,18,100,4,2,0,0,0,0,0,0,0,0,0,8
00968_9_ResNet18.ptx,1.34,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00968_warp_uniform_control_flow_base.ptx,7.53,8.5,sm_87,1,139,25,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,57,48,34,2,1,32,2,0,0,0,0,3,0,0,5
00969_5_convtranspose2d_subtract_tanh_modular_edit_1.ptx,27.85,8.5,sm_87,2,722,62,220,0,24,LOW,,0.0,11.25,0.0,HPC_LINEAR_ALGEBRA,321,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00969_atomic_minimized_matmul_base.ptx,7.79,8.5,sm_87,1,139,25,64,0,6,LOW,1.0,17.0,1.25,7.19,AI_TRAINING,57,48,34,2,0,32,2,1,0,0,0,2,0,0,5
00969_unrolled_resnet18_base.ptx,1.47,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00971_9_ResNet18_atomic_opt_base.ptx,1.51,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00971_block_size_opt_edit_1.ptx,10.02,8.5,sm_87,2,206,53,74,0,6,LOW,,0.0,12.667,0.0,HPC_LINEAR_ALGEBRA,88,18,100,4,2,0,0,0,0,0,0,0,0,0,8
00972_shared_bias_optimized_edit_1.ptx,11.29,8.5,sm_87,2,220,52,75,0,6,LOW,,0.667,7.8,0.0,HPC_LINEAR_ALGEBRA,94,21,105,4,2,2,2,0,0,0,0,0,0,0,12
